date,sku_id,demand_qty,on_hand
2026-02-01,SKU-1013,13.07,655
2026-02-02,SKU-1013,14.04,641
2026-02-03,SKU-1013,16.63,625
2026-02-04,SKU-1013,17.68,607
2026-02-05,SKU-1013,16.58,590
2026-02-06,SKU-1013,15.64,575
2026-02-07,SKU-1013,12.11,563
2026-02-08,SKU-1013,14.3,548
2026-02-09,SKU-1013,14.89,533
2026-02-10,SKU-1013,14.56,519
2026-02-11,SKU-1013,18.12,501
2026-02-12,SKU-1013,14.43,486
2026-02-13,SKU-1013,13.38,473
2026-02-14,SKU-1013,13.31,460
2026-02-15,SKU-1013,12.53,447
2026-02-16,SKU-1013,13.9,433
2026-02-17,SKU-1013,17.28,416
2026-02-18,SKU-1013,18.29,398
2026-02-19,SKU-1013,15.21,382
2026-02-20,SKU-1013,13.56,369
2026-02-21,SKU-1013,13.18,356
2026-02-22,SKU-1013,13.24,342
2026-02-23,SKU-1013,14.63,385
2025-10-27,SKU-1014,9.84,1152
2025-10-28,SKU-1014,12.99,1139
2025-10-29,SKU-1014,14.03,1125
2025-10-30,SKU-1014,12.08,1113
2025-10-31,SKU-1014,10.29,1103
2025-11-01,SKU-1014,8.79,1094
2025-11-02,SKU-1014,12.47,1082
2025-11-03,SKU-1014,12.45,1069
2025-11-04,SKU-1014,12.28,1057
2025-11-05,SKU-1014,14.15,1043
2025-11-06,SKU-1014,13.11,1068
2025-11-07,SKU-1014,9.7,1058
2025-11-08,SKU-1014,8.7,1049
2025-11-09,SKU-1014,11.18,1038
2025-11-10,SKU-1014,11.16,1027
2025-11-11,SKU-1014,13.48,1014
2025-11-12,SKU-1014,12.93,1001
2025-11-13,SKU-1014,13.4,987
2025-11-14,SKU-1014,10.22,977
2025-11-15,SKU-1014,10.0,967
2025-11-16,SKU-1014,10.34,994
2025-11-17,SKU-1014,12.69,982
2025-11-18,SKU-1014,13.53,968
2025-11-19,SKU-1014,13.16,955
2025-11-20,SKU-1014,11.82,972
2025-11-21,SKU-1014,12.37,960
2025-11-22,SKU-1014,11.65,948
2025-11-23,SKU-1014,11.54,937
2025-11-24,SKU-1014,10.66,926
2025-11-25,SKU-1014,14.79,911
2025-11-26,SKU-1014,14.46,897
2025-11-27,SKU-1014,12.77,884
2025-11-28,SKU-1014,11.33,873
2025-11-29,SKU-1014,10.68,862
2025-11-30,SKU-1014,10.74,851
2025-12-01,SKU-1014,11.75,870
2025-12-02,SKU-1014,11.39,858
2025-12-03,SKU-1014,16.05,842
2025-12-04,SKU-1014,11.69,831
2025-12-05,SKU-1014,12.46,818
2025-12-06,SKU-1014,10.83,807
2025-12-07,SKU-1014,10.23,797
2025-12-08,SKU-1014,12.07,785
2025-12-09,SKU-1014,12.94,772
2025-12-10,SKU-1014,14.15,758
2025-12-11,SKU-1014,12.92,745
2025-12-12,SKU-1014,11.73,733
2025-12-13,SKU-1014,9.97,723
2025-12-14,SKU-1014,10.04,757
2025-12-15,SKU-1014,10.6,746
2025-12-16,SKU-1014,13.53,732
2025-12-17,SKU-1014,13.16,750
2025-12-18,SKU-1014,10.35,740
2025-12-19,SKU-1014,9.62,730
2025-12-20,SKU-1014,11.06,719
2025-12-21,SKU-1014,10.73,709
2025-12-22,SKU-1014,13.86,695
2025-12-23,SKU-1014,14.49,680
2025-12-24,SKU-1014,12.7,668
2025-12-25,SKU-1014,12.59,655
2025-12-26,SKU-1014,11.54,643
2025-12-27,SKU-1014,10.99,632
2025-12-28,SKU-1014,11.05,621
2025-12-29,SKU-1014,12.49,609
2025-12-30,SKU-1014,14.32,595
2025-12-31,SKU-1014,14.63,580
2026-01-01,SKU-1014,13.39,601
2026-01-02,SKU-1014,10.96,590
2026-01-03,SKU-1014,9.97,580
2026-01-04,SKU-1014,10.08,570
2026-01-05,SKU-1014,13.36,557
2026-01-06,SKU-1014,12.54,544
2026-01-07,SKU-1014,12.91,531
2026-01-08,SKU-1014,12.83,519
2026-01-09,SKU-1014,12.16,506
2026-01-10,SKU-1014,8.87,498
2026-01-11,SKU-1014,10.32,487
2026-01-12,SKU-1014,11.63,476
2026-01-13,SKU-1014,13.89,462
2026-01-14,SKU-1014,15.77,446
2026-01-15,SKU-1014,13.45,432
2026-01-16,SKU-1014,10.72,422
2026-01-17,SKU-1014,9.45,412
2026-01-18,SKU-1014,8.15,404
2026-01-19,SKU-1014,11.97,392
2026-01-20,SKU-1014,14.14,378
2026-01-21,SKU-1014,14.3,393
2026-01-22,SKU-1014,10.99,382
2026-01-23,SKU-1014,11.79,371
2026-01-24,SKU-1014,10.19,360
2026-01-25,SKU-1014,11.07,391
2026-01-26,SKU-1014,11.39,380
2026-01-27,SKU-1014,14.29,366
2026-01-28,SKU-1014,12.68,353
2026-01-29,SKU-1014,11.89,341
2026-01-30,SKU-1014,11.45,330
2026-01-31,SKU-1014,11.92,318
2026-02-01,SKU-1014,11.34,307
2026-02-02,SKU-1014,11.33,295
2026-02-03,SKU-1014,14.88,280
2026-02-04,SKU-1014,15.98,264
2026-02-05,SKU-1014,12.98,251
2026-02-06,SKU-1014,11.24,240
2026-02-07,SKU-1014,9.24,231
2026-02-08,SKU-1014,9.56,221
2026-02-09,SKU-1014,10.64,211
2026-02-10,SKU-1014,12.42,198
2026-02-11,SKU-1014,12.23,186
2026-02-12,SKU-1014,12.41,174
2026-02-13,SKU-1014,10.45,163
2026-02-14,SKU-1014,9.79,153
2026-02-15,SKU-1014,10.89,142
2026-02-16,SKU-1014,10.94,132
2026-02-17,SKU-1014,12.64,119
2026-02-18,SKU-1014,13.76,105
2026-02-19,SKU-1014,14.98,90
2026-02-20,SKU-1014,11.93,78
2026-02-21,SKU-1014,8.35,70
2026-02-22,SKU-1014,11.13,59
2026-02-23,SKU-1014,12.37,46
2025-10-27,SKU-1015,14.64,1210
2025-10-28,SKU-1015,18.14,1192
2025-10-29,SKU-1015,18.74,1173
2025-10-30,SKU-1015,15.27,1158
2025-10-31,SKU-1015,16.35,1142
2025-11-01,SKU-1015,12.14,1130
2025-11-02,SKU-1015,13.42,1116
2025-11-03,SKU-1015,14.56,1102
2025-11-04,SKU-1015,18.17,1084
2025-11-05,SKU-1015,17.69,1066
2025-11-06,SKU-1015,17.28,1049
2025-11-07,SKU-1015,14.14,1034
2025-11-08,SKU-1015,14.9,1020
2025-11-09,SKU-1015,13.8,1006
2025-11-10,SKU-1015,16.85,989
2025-11-11,SKU-1015,17.1,972
2025-11-12,SKU-1015,19.05,953
2025-11-13,SKU-1015,14.9,938
2025-11-14,SKU-1015,14.06,924
2025-11-15,SKU-1015,14.14,910
2025-11-16,SKU-1015,15.46,894
2025-11-17,SKU-1015,15.79,878
2025-11-18,SKU-1015,20.02,858
2025-11-19,SKU-1015,20.12,838
2025-11-20,SKU-1015,14.42,824
2025-11-21,SKU-1015,15.08,809
2025-11-22,SKU-1015,13.73,795
2025-11-23,SKU-1015,14.81,780
2025-11-24,SKU-1015,17.39,763
2025-11-25,SKU-1015,17.28,746
2025-11-26,SKU-1015,19.52,726
2025-11-27,SKU-1015,14.67,711
2025-11-28,SKU-1015,15.65,696
2025-11-29,SKU-1015,12.07,684
2025-11-30,SKU-1015,12.52,671
2025-12-01,SKU-1015,17.05,654
2025-12-02,SKU-1015,16.94,674
2025-12-03,SKU-1015,17.69,656
2025-12-04,SKU-1015,19.76,636
2025-12-05,SKU-1015,16.09,620
2025-12-06,SKU-1015,13.71,606
2025-12-07,SKU-1015,14.09,592
2025-12-08,SKU-1015,18.69,574
2025-12-09,SKU-1015,18.76,555
2025-12-10,SKU-1015,17.57,537
2025-12-11,SKU-1015,17.83,519
2025-12-12,SKU-1015,16.15,503
2025-12-13,SKU-1015,11.38,492
2025-12-14,SKU-1015,11.99,480
2025-12-15,SKU-1015,17.45,462
2025-12-16,SKU-1015,18.16,444
2025-12-17,SKU-1015,19.95,424
2025-12-18,SKU-1015,18.74,406
2025-12-19,SKU-1015,14.96,391
2025-12-20,SKU-1015,11.84,379
2025-12-21,SKU-1015,13.99,402
2025-12-22,SKU-1015,15.84,386
2025-12-23,SKU-1015,19.68,367
2025-12-24,SKU-1015,19.96,347
2025-12-25,SKU-1015,16.65,372
2025-12-26,SKU-1015,14.31,358
2025-12-27,SKU-1015,13.4,345
2025-12-28,SKU-1015,14.75,330
2025-12-29,SKU-1015,16.1,314
2025-12-30,SKU-1015,17.32,296
2025-12-31,SKU-1015,17.46,279
2026-01-01,SKU-1015,19.39,260
2026-01-02,SKU-1015,17.05,242
2026-01-03,SKU-1015,13.36,229
2026-01-04,SKU-1015,14.93,214
2026-01-05,SKU-1015,13.89,200
2026-01-06,SKU-1015,16.57,184
2026-01-07,SKU-1015,18.07,166
2026-01-08,SKU-1015,15.57,150
2026-01-09,SKU-1015,13.31,137
2026-01-10,SKU-1015,13.32,123
2026-01-11,SKU-1015,13.25,110
2026-01-12,SKU-1015,17.65,93
2026-01-13,SKU-1015,15.57,77
2026-01-14,SKU-1015,16.88,60
2026-01-15,SKU-1015,18.21,42
2026-01-16,SKU-1015,16.08,26
2026-01-17,SKU-1015,15.57,10
2026-01-18,SKU-1015,13.52,0
2026-01-19,SKU-1015,14.94,0
2026-01-20,SKU-1015,19.35,0
2026-01-21,SKU-1015,19.51,0
2026-01-22,SKU-1015,15.94,0
2026-01-23,SKU-1015,17.65,0
2026-01-24,SKU-1015,13.97,0
2026-01-25,SKU-1015,15.49,0
2026-01-26,SKU-1015,16.03,27
2026-01-27,SKU-1015,17.9,9
2026-01-28,SKU-1015,17.3,0
2026-01-29,SKU-1015,18.27,0
2026-01-30,SKU-1015,15.43,0
2026-01-31,SKU-1015,14.06,0
2026-02-01,SKU-1015,15.99,0
2026-02-02,SKU-1015,15.69,0
2026-02-03,SKU-1015,18.79,0
2026-02-04,SKU-1015,17.17,0
2026-02-05,SKU-1015,15.58,0
2026-02-06,SKU-1015,13.6,0
2026-02-07,SKU-1015,13.94,0
2026-02-08,SKU-1015,14.1,0
2026-02-09,SKU-1015,15.3,0
2026-02-10,SKU-1015,18.34,0
2026-02-11,SKU-1015,19.7,0
2026-02-12,SKU-1015,15.25,0
2026-02-13,SKU-1015,15.7,0
2026-02-14,SKU-1015,14.8,0
2026-02-15,SKU-1015,14.5,0
2026-02-16,SKU-1015,16.64,33
2026-02-17,SKU-1015,20.87,12
2026-02-18,SKU-1015,17.73,0
2026-02-19,SKU-1015,16.84,0
2026-02-20,SKU-1015,13.27,0
2026-02-21,SKU-1015,14.97,0
2026-02-22,SKU-1015,14.19,0
2026-02-23,SKU-1015,14.68,0
2025-10-27,SKU-1016,45.52,1258
2025-10-28,SKU-1016,55.33,1203
2025-10-29,SKU-1016,57.39,1146
2025-10-30,SKU-1016,45.22,1101
2025-10-31,SKU-1016,37.62,1063
2025-11-01,SKU-1016,40.34,1023
2025-11-02,SKU-1016,42.58,980
2025-11-03,SKU-1016,46.01,934
2025-11-04,SKU-1016,51.55,882
2025-11-05,SKU-1016,51.07,831
2025-11-06,SKU-1016,49.7,782
2025-11-07,SKU-1016,37.25,744
2025-11-08,SKU-1016,41.02,703
2025-11-09,SKU-1016,43.89,659
2025-11-10,SKU-1016,47.83,612
2025-11-11,SKU-1016,47.6,678
2025-11-12,SKU-1016,53.71,624
2025-11-13,SKU-1016,49.01,575
2025-11-14,SKU-1016,45.33,530
2025-11-15,SKU-1016,40.37,490
2025-11-16,SKU-1016,38.6,451
2025-11-17,SKU-1016,47.81,403
2025-11-18,SKU-1016,50.58,353
2025-11-19,SKU-1016,61.11,292
2025-11-20,SKU-1016,48.19,243
2025-11-21,SKU-1016,38.76,205
2025-11-22,SKU-1016,45.89,159
2025-11-23,SKU-1016,42.93,116
2025-11-24,SKU-1016,46.41,69
2025-11-25,SKU-1016,50.82,121
2025-11-26,SKU-1016,56.06,65
2025-11-27,SKU-1016,51.48,13
2025-11-28,SKU-1016,47.4,0
2025-11-29,SKU-1016,44.19,0
2025-11-30,SKU-1016,37.48,0
2025-12-01,SKU-1016,42.37,0
2025-12-02,SKU-1016,49.46,0
2025-12-03,SKU-1016,57.74,0
2025-12-04,SKU-1016,50.07,0
2025-12-05,SKU-1016,37.82,0
2025-12-06,SKU-1016,38.47,0
2025-12-07,SKU-1016,35.01,0
2025-12-08,SKU-1016,53.43,0
2025-12-09,SKU-1016,53.4,0
2025-12-10,SKU-1016,48.4,0
2025-12-11,SKU-1016,50.41,0
2025-12-12,SKU-1016,52.46,0
2025-12-13,SKU-1016,40.84,0
2025-12-14,SKU-1016,35.65,0
2025-12-15,SKU-1016,44.62,0
2025-12-16,SKU-1016,53.95,0
2025-12-17,SKU-1016,59.13,0
2025-12-18,SKU-1016,51.83,0
2025-12-19,SKU-1016,45.28,0
2025-12-20,SKU-1016,35.35,0
2025-12-21,SKU-1016,43.2,0
2025-12-22,SKU-1016,51.78,0
2025-12-23,SKU-1016,48.36,0
2025-12-24,SKU-1016,49.65,0
2025-12-25,SKU-1016,45.8,0
2025-12-26,SKU-1016,44.43,0
2025-12-27,SKU-1016,38.74,0
2025-12-28,SKU-1016,47.1,0
2025-12-29,SKU-1016,51.07,0
2025-12-30,SKU-1016,53.87,0
2025-12-31,SKU-1016,53.98,0
2026-01-01,SKU-1016,43.53,86
2026-01-02,SKU-1016,42.51,44
2026-01-03,SKU-1016,40.55,3
2026-01-04,SKU-1016,33.78,0
2026-01-05,SKU-1016,43.36,0
2026-01-06,SKU-1016,49.84,0
2026-01-07,SKU-1016,55.58,0
2026-01-08,SKU-1016,44.28,0
2026-01-09,SKU-1016,45.46,0
2026-01-10,SKU-1016,37.81,0
2026-01-11,SKU-1016,35.38,0
2026-01-12,SKU-1016,49.15,88
2026-01-13,SKU-1016,43.76,180
2026-01-14,SKU-1016,50.94,129
2026-01-15,SKU-1016,48.7,81
2026-01-16,SKU-1016,45.67,35
2026-01-17,SKU-1016,34.62,0
2026-01-18,SKU-1016,48.38,0
2026-01-19,SKU-1016,45.35,0
2026-01-20,SKU-1016,53.17,0
2026-01-21,SKU-1016,52.74,0
2026-01-22,SKU-1016,53.44,0
2026-01-23,SKU-1016,45.8,0
2026-01-24,SKU-1016,43.34,0
2026-01-25,SKU-1016,39.34,0
2026-01-26,SKU-1016,47.46,0
2026-01-27,SKU-1016,53.92,0
2026-01-28,SKU-1016,61.56,0
2026-01-29,SKU-1016,52.32,0
2026-01-30,SKU-1016,43.19,0
2026-01-31,SKU-1016,44.85,0
2026-02-01,SKU-1016,38.64,0
2026-02-02,SKU-1016,47.79,0
2026-02-03,SKU-1016,52.95,0
2026-02-04,SKU-1016,51.4,0
2026-02-05,SKU-1016,48.35,0
2026-02-06,SKU-1016,44.95,0
2026-02-07,SKU-1016,33.53,0
2026-02-08,SKU-1016,41.23,0
2026-02-09,SKU-1016,38.59,0
2026-02-10,SKU-1016,43.51,0
2026-02-11,SKU-1016,56.56,0
2026-02-12,SKU-1016,48.87,0
2026-02-13,SKU-1016,45.81,0
2026-02-14,SKU-1016,40.73,0
2026-02-15,SKU-1016,32.56,86
2026-02-16,SKU-1016,44.54,41
2026-02-17,SKU-1016,49.16,0
2026-02-18,SKU-1016,56.86,0
2026-02-19,SKU-1016,45.23,0
2026-02-20,SKU-1016,40.9,0
2026-02-21,SKU-1016,32.56,0
2026-02-22,SKU-1016,43.21,0
2026-02-23,SKU-1016,49.13,58
2025-10-27,SKU-1017,36.53,743
2025-10-28,SKU-1017,42.09,701
2025-10-29,SKU-1017,51.09,650
2025-10-30,SKU-1017,40.87,609
2025-10-31,SKU-1017,39.92,569
2025-11-01,SKU-1017,38.76,531
2025-11-02,SKU-1017,32.74,498
2025-11-03,SKU-1017,42.12,609
2025-11-04,SKU-1017,53.01,556
2025-11-05,SKU-1017,48.26,507
2025-11-06,SKU-1017,42.52,465
2025-11-07,SKU-1017,35.55,583
2025-11-08,SKU-1017,35.31,547
2025-11-09,SKU-1017,41.3,506
2025-11-10,SKU-1017,37.23,469
2025-11-11,SKU-1017,47.21,422
2025-11-12,SKU-1017,47.31,374
2025-11-13,SKU-1017,43.11,331
2025-11-14,SKU-1017,39.09,292
2025-11-15,SKU-1017,37.33,255
2025-11-16,SKU-1017,35.51,219
2025-11-17,SKU-1017,38.31,181
2025-11-18,SKU-1017,45.25,136
2025-11-19,SKU-1017,44.26,92
2025-11-20,SKU-1017,38.94,53
2025-11-21,SKU-1017,37.45,15
2025-11-22,SKU-1017,36.33,0
2025-11-23,SKU-1017,39.75,0
2025-11-24,SKU-1017,43.67,0
2025-11-25,SKU-1017,46.56,0
2025-11-26,SKU-1017,49.09,0
2025-11-27,SKU-1017,45.89,0
2025-11-28,SKU-1017,41.99,0
2025-11-29,SKU-1017,31.39,0
2025-11-30,SKU-1017,36.5,0
2025-12-01,SKU-1017,40.6,0
2025-12-02,SKU-1017,43.81,0
2025-12-03,SKU-1017,46.7,0
2025-12-04,SKU-1017,47.05,48
2025-12-05,SKU-1017,44.86,4
2025-12-06,SKU-1017,37.81,0
2025-12-07,SKU-1017,33.67,0
2025-12-08,SKU-1017,42.04,0
2025-12-09,SKU-1017,45.03,0
2025-12-10,SKU-1017,47.37,0
2025-12-11,SKU-1017,49.36,51
2025-12-12,SKU-1017,35.85,15
2025-12-13,SKU-1017,33.04,0
2025-12-14,SKU-1017,38.26,0
2025-12-15,SKU-1017,42.73,0
2025-12-16,SKU-1017,42.0,0
2025-12-17,SKU-1017,45.1,87
2025-12-18,SKU-1017,48.74,38
2025-12-19,SKU-1017,38.49,0
2025-12-20,SKU-1017,33.64,0
2025-12-21,SKU-1017,39.11,0
2025-12-22,SKU-1017,45.17,68
2025-12-23,SKU-1017,47.85,20
2025-12-24,SKU-1017,49.13,0
2025-12-25,SKU-1017,45.92,0
2025-12-26,SKU-1017,36.2,0
2025-12-27,SKU-1017,32.43,0
2025-12-28,SKU-1017,37.83,0
2025-12-29,SKU-1017,39.17,0
2025-12-30,SKU-1017,43.51,0
2025-12-31,SKU-1017,49.04,0
2026-01-01,SKU-1017,47.26,0
2026-01-02,SKU-1017,41.06,0
2026-01-03,SKU-1017,39.42,0
2026-01-04,SKU-1017,34.83,0
2026-01-05,SKU-1017,44.46,0
2026-01-06,SKU-1017,49.27,65
2026-01-07,SKU-1017,47.64,18
2026-01-08,SKU-1017,47.1,0
2026-01-09,SKU-1017,39.49,0
2026-01-10,SKU-1017,40.23,0
2026-01-11,SKU-1017,34.16,0
2026-01-12,SKU-1017,37.75,0
2026-01-13,SKU-1017,48.58,0
2026-01-14,SKU-1017,41.48,0
2026-01-15,SKU-1017,46.25,0
2026-01-16,SKU-1017,42.97,0
2026-01-17,SKU-1017,37.43,72
2026-01-18,SKU-1017,38.25,34
2026-01-19,SKU-1017,39.87,0
2026-01-20,SKU-1017,42.81,61
2026-01-21,SKU-1017,47.77,13
2026-01-22,SKU-1017,41.69,0
2026-01-23,SKU-1017,44.3,0
2026-01-24,SKU-1017,38.34,0
2026-01-25,SKU-1017,36.55,0
2026-01-26,SKU-1017,43.13,0
2026-01-27,SKU-1017,45.95,0
2026-01-28,SKU-1017,52.9,0
2026-01-29,SKU-1017,42.0,0
2026-01-30,SKU-1017,45.97,77
2026-01-31,SKU-1017,42.07,154
2026-02-01,SKU-1017,35.71,118
2026-02-02,SKU-1017,42.88,75
2026-02-03,SKU-1017,48.71,27
2026-02-04,SKU-1017,51.73,0
2026-02-05,SKU-1017,43.31,0
2026-02-06,SKU-1017,36.31,0
2026-02-07,SKU-1017,35.81,0
2026-02-08,SKU-1017,29.79,86
2026-02-09,SKU-1017,39.98,46
2026-02-10,SKU-1017,43.43,146
2026-02-11,SKU-1017,56.0,90
2026-02-12,SKU-1017,47.05,43
2026-02-13,SKU-1017,38.99,4
2026-02-14,SKU-1017,38.25,0
2026-02-15,SKU-1017,37.0,0
2026-02-16,SKU-1017,39.84,0
2026-02-17,SKU-1017,48.68,0
2026-02-18,SKU-1017,43.98,0
2026-02-19,SKU-1017,42.16,0
2026-02-20,SKU-1017,42.46,0
2026-02-21,SKU-1017,36.32,0
2026-02-22,SKU-1017,39.76,0
2026-02-23,SKU-1017,43.04,0
2025-10-27,SKU-1018,10.61,1235
2025-10-28,SKU-1018,13.21,1222
2025-10-29,SKU-1018,12.49,1210
2025-10-30,SKU-1018,12.43,1237
2025-10-31,SKU-1018,8.97,1228
2025-11-01,SKU-1018,9.97,1218
2025-11-02,SKU-1018,9.01,1209
2025-11-03,SKU-1018,11.18,1198
2025-11-04,SKU-1018,11.93,1214
2025-11-05,SKU-1018,12.46,1202
2025-11-06,SKU-1018,11.2,1191
2025-11-07,SKU-1018,8.26,1182
2025-11-08,SKU-1018,9.01,1173
2025-11-09,SKU-1018,9.95,1163
2025-11-10,SKU-1018,9.36,1154
2025-11-11,SKU-1018,11.92,1142
2025-11-12,SKU-1018,10.62,1132
2025-11-13,SKU-1018,12.54,1119
2025-11-14,SKU-1018,10.32,1109
2025-11-15,SKU-1018,10.19,1099
2025-11-16,SKU-1018,11.18,1087
2025-11-17,SKU-1018,10.42,1077
2025-11-18,SKU-1018,10.01,1067
2025-11-19,SKU-1018,13.45,1053
2025-11-20,SKU-1018,10.95,1043
2025-11-21,SKU-1018,8.46,1034
2025-11-22,SKU-1018,9.8,1024
2025-11-23,SKU-1018,8.98,1015
2025-11-24,SKU-1018,12.6,1003
2025-11-25,SKU-1018,12.89,990
2025-11-26,SKU-1018,10.83,979
2025-11-27,SKU-1018,11.71,967
2025-11-28,SKU-1018,9.72,958
2025-11-29,SKU-1018,10.06,947
2025-11-30,SKU-1018,9.47,938
2025-12-01,SKU-1018,12.08,926
2025-12-02,SKU-1018,12.84,913
2025-12-03,SKU-1018,14.61,898
2025-12-04,SKU-1018,12.12,886
2025-12-05,SKU-1018,9.73,877
2025-12-06,SKU-1018,9.32,898
2025-12-07,SKU-1018,11.19,887
2025-12-08,SKU-1018,10.56,876
2025-12-09,SKU-1018,11.14,865
2025-12-10,SKU-1018,13.12,852
2025-12-11,SKU-1018,13.35,838
2025-12-12,SKU-1018,10.49,828
2025-12-13,SKU-1018,7.87,820
2025-12-14,SKU-1018,9.38,811
2025-12-15,SKU-1018,11.63,799
2025-12-16,SKU-1018,11.25,788
2025-12-17,SKU-1018,13.75,774
2025-12-18,SKU-1018,11.22,763
2025-12-19,SKU-1018,11.03,752
2025-12-20,SKU-1018,9.54,742
2025-12-21,SKU-1018,10.7,760
2025-12-22,SKU-1018,12.04,748
2025-12-23,SKU-1018,12.1,736
2025-12-24,SKU-1018,12.94,723
2025-12-25,SKU-1018,11.71,711
2025-12-26,SKU-1018,10.87,729
2025-12-27,SKU-1018,11.0,718
2025-12-28,SKU-1018,9.46,739
2025-12-29,SKU-1018,9.55,730
2025-12-30,SKU-1018,12.73,717
2025-12-31,SKU-1018,13.25,704
2026-01-01,SKU-1018,10.49,693
2026-01-02,SKU-1018,9.82,684
2026-01-03,SKU-1018,9.03,675
2026-01-04,SKU-1018,9.72,665
2026-01-05,SKU-1018,11.62,653
2026-01-06,SKU-1018,11.07,670
2026-01-07,SKU-1018,13.92,656
2026-01-08,SKU-1018,11.11,645
2026-01-09,SKU-1018,9.22,676
2026-01-10,SKU-1018,10.03,666
2026-01-11,SKU-1018,9.42,656
2026-01-12,SKU-1018,10.02,646
2026-01-13,SKU-1018,13.2,633
2026-01-14,SKU-1018,12.41,621
2026-01-15,SKU-1018,12.3,608
2026-01-16,SKU-1018,9.35,631
2026-01-17,SKU-1018,8.64,662
2026-01-18,SKU-1018,11.03,651
2026-01-19,SKU-1018,10.46,640
2026-01-20,SKU-1018,11.09,656
2026-01-21,SKU-1018,13.12,643
2026-01-22,SKU-1018,11.91,631
2026-01-23,SKU-1018,10.56,621
2026-01-24,SKU-1018,9.36,611
2026-01-25,SKU-1018,10.84,601
2026-01-26,SKU-1018,10.66,590
2026-01-27,SKU-1018,13.83,576
2026-01-28,SKU-1018,12.19,564
2026-01-29,SKU-1018,12.75,551
2026-01-30,SKU-1018,10.81,540
2026-01-31,SKU-1018,11.45,529
2026-02-01,SKU-1018,9.55,519
2026-02-02,SKU-1018,11.89,507
2026-02-03,SKU-1018,11.29,496
2026-02-04,SKU-1018,11.39,517
2026-02-05,SKU-1018,10.5,507
2026-02-06,SKU-1018,9.38,525
2026-02-07,SKU-1018,9.14,555
2026-02-08,SKU-1018,7.88,547
2026-02-09,SKU-1018,11.6,535
2026-02-10,SKU-1018,13.11,522
2026-02-11,SKU-1018,11.45,511
2026-02-12,SKU-1018,12.18,499
2026-02-13,SKU-1018,9.62,489
2026-02-14,SKU-1018,8.32,481
2026-02-15,SKU-1018,10.07,471
2026-02-16,SKU-1018,10.01,461
2026-02-17,SKU-1018,12.73,448
2026-02-18,SKU-1018,12.42,435
2026-02-19,SKU-1018,10.57,425
2026-02-20,SKU-1018,11.04,414
2026-02-21,SKU-1018,8.67,405
2026-02-22,SKU-1018,9.33,396
2026-02-23,SKU-1018,11.42,384
2025-10-27,SKU-1019,45.59,1052
2025-10-28,SKU-1019,47.48,1005
2025-10-29,SKU-1019,44.45,960
2025-10-30,SKU-1019,49.01,911
2025-10-31,SKU-1019,43.49,868
2025-11-01,SKU-1019,36.08,832
2025-11-02,SKU-1019,39.45,898
2025-11-03,SKU-1019,42.06,856
2025-11-04,SKU-1019,54.4,801
2025-11-05,SKU-1019,45.95,755
2025-11-06,SKU-1019,43.22,712
2025-11-07,SKU-1019,40.8,671
2025-11-08,SKU-1019,30.27,641
2025-11-09,SKU-1019,39.32,602
2025-11-10,SKU-1019,42.35,559
2025-11-11,SKU-1019,48.08,511
2025-11-12,SKU-1019,43.91,467
2025-11-13,SKU-1019,44.38,423
2025-11-14,SKU-1019,41.49,381
2025-11-15,SKU-1019,38.53,343
2025-11-16,SKU-1019,38.02,305
2025-11-17,SKU-1019,45.19,260
2025-11-18,SKU-1019,55.16,205
2025-11-19,SKU-1019,48.49,156
2025-11-20,SKU-1019,41.36,115
2025-11-21,SKU-1019,47.39,67
2025-11-22,SKU-1019,33.56,152
2025-11-23,SKU-1019,40.52,111
2025-11-24,SKU-1019,44.21,67
2025-11-25,SKU-1019,48.75,18
2025-11-26,SKU-1019,47.4,75
2025-11-27,SKU-1019,52.07,23
2025-11-28,SKU-1019,31.82,0
2025-11-29,SKU-1019,37.57,0
2025-11-30,SKU-1019,38.09,0
2025-12-01,SKU-1019,48.05,0
2025-12-02,SKU-1019,50.39,0
2025-12-03,SKU-1019,45.07,107
2025-12-04,SKU-1019,42.77,64
2025-12-05,SKU-1019,38.88,25
2025-12-06,SKU-1019,36.28,0
2025-12-07,SKU-1019,45.31,69
2025-12-08,SKU-1019,39.19,30
2025-12-09,SKU-1019,50.2,126
2025-12-10,SKU-1019,46.8,80
2025-12-11,SKU-1019,39.86,40
2025-12-12,SKU-1019,39.26,0
2025-12-13,SKU-1019,37.17,0
2025-12-14,SKU-1019,35.13,0
2025-12-15,SKU-1019,45.49,0
2025-12-16,SKU-1019,48.17,0
2025-12-17,SKU-1019,51.93,0
2025-12-18,SKU-1019,53.9,0
2025-12-19,SKU-1019,41.05,0
2025-12-20,SKU-1019,24.58,0
2025-12-21,SKU-1019,37.99,62
2025-12-22,SKU-1019,46.88,15
2025-12-23,SKU-1019,46.6,130
2025-12-24,SKU-1019,50.87,79
2025-12-25,SKU-1019,50.84,28
2025-12-26,SKU-1019,38.89,0
2025-12-27,SKU-1019,34.85,0
2025-12-28,SKU-1019,40.63,0
2025-12-29,SKU-1019,45.0,0
2025-12-30,SKU-1019,47.49,0
2025-12-31,SKU-1019,47.89,0
2026-01-01,SKU-1019,44.97,0
2026-01-02,SKU-1019,44.15,0
2026-01-03,SKU-1019,36.62,0
2026-01-04,SKU-1019,39.42,96
2026-01-05,SKU-1019,41.96,54
2026-01-06,SKU-1019,50.95,4
